TransactionID,CustID,Date,Employee,ProductID,ProductName,VendorID,ProductVendor,UnitPrice,Quantity,Subtotal,Tax(8%),OrderTotal,Month
11071,10,2025-05-05,Nancy Davolio,13,Konbu,6,Mayumi's,6.0,10,60.0,4.8,64.8,2025-05
11077,7,2025-05-06,Nancy Davolio,2,Chang,1,Exotic Liquids,19.0,24,456.0,36.48,492.48,2025-05
11077,7,2025-05-06,Nancy Davolio,3,Aniseed Syrup,1,Exotic Liquids,10.0,4,40.0,3.2,43.2,2025-05
11077,7,2025-05-06,Nancy Davolio,4,Chef Anton's Cajun Seasoning,2,New Orleans Cajun Delights,22.0,1,22.0,1.76,23.76,2025-05
11077,7,2025-05-06,Nancy Davolio,6,Grandma's Boysenberry Spread,3,Grandma Kelly's Homestead,25.0,1,25.0,2.0,27.0,2025-05
11077,7,2025-05-06,Nancy Davolio,7,Uncle Bob's Organic Dried Pears,3,Grandma Kelly's Homestead,30.0,1,30.0,2.4,32.4,2025-05
11077,7,2025-05-06,Nancy Davolio,8,Northwoods Cranberry Sauce,3,Grandma Kelly's Homestead,40.0,2,80.0,6.4,86.4,2025-05
11077,7,2025-05-06,Nancy Davolio,10,Ikura,4,Tokyo Traders,31.0,1,31.0,2.48,33.48,2025-05
11077,7,2025-05-06,Nancy Davolio,12,Queso Manchego La Pastora,5,Cooperativa de Quesos 'Las Cabras',38.0,2,76.0,6.08,82.08,2025-05
11077,7,2025-05-06,Nancy Davolio,13,Konbu,6,Mayumi's,6.0,4,24.0,1.92,25.92,2025-05
11077,7,2025-05-06,Nancy Davolio,14,Tofu,6,Mayumi's,23.25,1,23.25,1.86,25.11,2025-05
11077,7,2025-05-06,Nancy Davolio,16,Pavlova,7,"Pavlova, Ltd.",17.45,2,34.9,2.79,37.69,2025-05
11077,7,2025-05-06,Nancy Davolio,20,Sir Rodney's Marmalade,8,"Specialty Biscuits, Ltd.",81.0,1,81.0,6.48,87.48,2025-05
11077,7,2025-05-06,Nancy Davolio,23,Tunnbrd,9,PB Knckebrd AB,9.0,2,18.0,1.44,19.44,2025-05
11077,7,2025-05-06,Nancy Davolio,32,Mascarpone Fabioli,14,Formaggi Fortini s.r.l.,32.0,1,32.0,2.56,34.56,2025-05
11077,7,2025-05-06,Nancy Davolio,39,Chartreuse verte,18,Aux joyeux ecclsiastiques,18.0,2,36.0,2.88,38.88,2025-05
11077,7,2025-05-06,Nancy Davolio,41,Jack's New England Clam Chowder,19,New England Seafood Cannery,9.65,3,28.95,2.32,31.27,2025-05
11077,7,2025-05-06,Nancy Davolio,46,Spegesild,21,Lyngbysild,12.0,3,36.0,2.88,38.88,2025-05
11077,7,2025-05-06,Nancy Davolio,52,Filo Mix,24,"G'day, Mate",7.0,2,14.0,1.12,15.12,2025-05
11077,7,2025-05-06,Nancy Davolio,55,Pt chinois,25,Ma Maison,24.0,2,48.0,3.84,51.84,2025-05
11077,7,2025-05-06,Nancy Davolio,60,Camembert Pierrot,28,Gai pturage,34.0,2,68.0,5.44,73.44,2025-05
11077,7,2025-05-06,Nancy Davolio,64,Wimmers gute Semmelkndel,12,Plutzer Lebensmittelgromrkte AG,33.25,2,66.5,5.32,71.82,2025-05
11077,7,2025-05-06,Nancy Davolio,66,Louisiana Hot Spiced Okra,2,New Orleans Cajun Delights,17.0,1,17.0,1.36,18.36,2025-05
11077,7,2025-05-06,Nancy Davolio,73,Rd Kaviar,17,Svensk Sjfda AB,15.0,2,30.0,2.4,32.4,2025-05
11077,7,2025-05-06,Nancy Davolio,75,Rhnbru Klosterbier,12,Plutzer Lebensmittelgromrkte AG,7.75,4,31.0,2.48,33.48,2025-05
11077,7,2025-05-06,Nancy Davolio,77,Original Frankfurter grne Soe,12,Plutzer Lebensmittelgromrkte AG,13.0,2,26.0,2.08,28.08,2025-05
10265,65,2023-07-25,Andrew Fuller,70,Outback Lager,7,"Pavlova, Ltd.",12.0,20,240.0,19.2,259.2,2023-07
10277,66,2023-08-09,Andrew Fuller,28,Rssle Sauerkraut,12,Plutzer Lebensmittelgromrkte AG,36.4,20,728.0,58.24,786.24,2023-08
10277,66,2023-08-09,Andrew Fuller,62,Tarte au sucre,29,Forts d'rables,39.4,12,472.8,37.82,510.62,2023-08
10280,27,2023-08-14,Andrew Fuller,24,Guaran Fantstica,10,Refrescos Americanas LTDA,3.6,12,43.2,3.46,46.66,2023-08
10280,27,2023-08-14,Andrew Fuller,55,Pt chinois,25,Ma Maison,19.2,20,384.0,30.72,414.72,2023-08
10295,67,2023-09-02,Andrew Fuller,56,Gnocchi di nonna Alice,26,Pasta Buttini s.r.l.,30.4,4,121.6,9.73,131.33,2023-09
10300,2,2023-09-09,Andrew Fuller,68,Scottish Longbreads,8,"Specialty Biscuits, Ltd.",10.0,20,200.0,16.0,216.0,2023-09
10307,37,2023-09-17,Andrew Fuller,62,Tarte au sucre,29,Forts d'rables,39.4,10,394.0,31.52,425.52,2023-09
10307,37,2023-09-17,Andrew Fuller,68,Scottish Longbreads,8,"Specialty Biscuits, Ltd.",10.0,3,30.0,2.4,32.4,2023-09
10312,38,2023-09-23,Andrew Fuller,28,Rssle Sauerkraut,12,Plutzer Lebensmittelgromrkte AG,36.4,4,145.6,11.65,157.25,2023-09
10312,38,2023-09-23,Andrew Fuller,43,Ipoh Coffee,20,Leka Trading,36.8,24,883.2,70.66,953.86,2023-09
10312,38,2023-09-23,Andrew Fuller,53,Perth Pasties,24,"G'day, Mate",26.2,20,524.0,41.92,565.92,2023-09
10312,38,2023-09-23,Andrew Fuller,75,Rhnbru Klosterbier,12,Plutzer Lebensmittelgromrkte AG,6.2,10,62.0,4.96,66.96,2023-09
10313,59,2023-09-24,Andrew Fuller,36,Inlagd Sill,17,Svensk Sjfda AB,15.2,12,182.4,14.59,196.99,2023-09
10339,35,2023-10-28,Andrew Fuller,4,Chef Anton's Cajun Seasoning,2,New Orleans Cajun Delights,17.6,10,176.0,14.08,190.08,2023-10
10345,59,2023-11-04,Andrew Fuller,42,Singaporean Hokkien Fried Mee,20,Leka Trading,11.2,9,100.8,8.06,108.86,2023-11
10368,1,2023-11-29,Andrew Fuller,21,Sir Rodney's Scones,8,"Specialty Biscuits, Ltd.",8.0,5,40.0,3.2,43.2,2023-11
10368,1,2023-11-29,Andrew Fuller,28,Rssle Sauerkraut,12,Plutzer Lebensmittelgromrkte AG,36.4,13,473.2,37.86,511.06,2023-11
10379,33,2023-12-11,Andrew Fuller,41,Jack's New England Clam Chowder,19,New England Seafood Cannery,7.7,8,61.6,4.93,66.53,2023-12
10379,33,2023-12-11,Andrew Fuller,63,Vegie-spread,7,"Pavlova, Ltd.",35.1,16,561.6,44.93,606.53,2023-12
10379,33,2023-12-11,Andrew Fuller,65,Louisiana Fiery Hot Pepper Sauce,2,New Orleans Cajun Delights,16.8,20,336.0,26.88,362.88,2023-12
10388,14,2023-12-19,Andrew Fuller,45,Rogede sild,21,Lyngbysild,7.6,15,114.0,9.12,123.12,2023-12
10388,14,2023-12-19,Andrew Fuller,52,Filo Mix,24,"G'day, Mate",5.6,20,112.0,8.96,120.96,2023-12
10407,26,2024-01-07,Andrew Fuller,69,Gudbrandsdalsost,15,Norske Meierier,28.8,15,432.0,34.56,466.56,2024-01
10407,26,2024-01-07,Andrew Fuller,71,Flotemysost,15,Norske Meierier,17.2,15,258.0,20.64,278.64,2024-01
10414,68,2024-01-14,Andrew Fuller,19,Teatime Chocolate Biscuits,8,"Specialty Biscuits, Ltd.",7.3,18,131.4,10.51,141.91,2024-01
10422,44,2024-01-22,Andrew Fuller,26,Gumbr Gummibrchen,11,Heli Swaren GmbH & Co. KG,24.9,2,49.8,3.98,53.78,2024-01
10462,69,2024-03-03,Andrew Fuller,13,Konbu,6,Mayumi's,4.8,1,4.8,0.38,5.18,2024-03
10462,69,2024-03-03,Andrew Fuller,23,Tunnbrd,9,PB Knckebrd AB,7.2,21,151.2,12.1,163.3,2024-03
10471,62,2024-03-11,Andrew Fuller,56,Gnocchi di nonna Alice,26,Pasta Buttini s.r.l.,30.4,20,608.0,48.64,656.64,2024-03
10478,29,2024-03-18,Andrew Fuller,10,Ikura,4,Tokyo Traders,24.8,20,496.0,39.68,535.68,2024-03
10487,70,2024-03-26,Andrew Fuller,19,Teatime Chocolate Biscuits,8,"Specialty Biscuits, Ltd.",7.3,5,36.5,2.92,39.42,2024-03
10487,70,2024-03-26,Andrew Fuller,54,Tourtire,25,Ma Maison,5.9,24,141.6,11.33,152.93,2024-03
10502,61,2024-04-10,Andrew Fuller,45,Rogede sild,21,Lyngbysild,9.5,21,199.5,15.96,215.46,2024-04
10502,61,2024-04-10,Andrew Fuller,53,Perth Pasties,24,"G'day, Mate",32.8,6,196.8,15.74,212.54,2024-04
10515,59,2024-04-23,Andrew Fuller,9,Mishi Kobe Niku,4,Tokyo Traders,97.0,16,1552.0,124.16,1676.16,2024-04
10515,59,2024-04-23,Andrew Fuller,33,Geitost,15,Norske Meierier,2.5,16,40.0,3.2,43.2,2024-04
10516,31,2024-04-24,Andrew Fuller,42,Singaporean Hokkien Fried Mee,20,Leka Trading,14.0,20,280.0,22.4,302.4,2024-04
10541,42,2024-05-19,Andrew Fuller,38,Cte de Blaye,18,Aux joyeux ecclsiastiques,263.5,4,1054.0,84.32,1138.32,2024-05
10541,42,2024-05-19,Andrew Fuller,71,Flotemysost,15,Norske Meierier,21.5,9,193.5,15.48,208.98,2024-05
10552,25,2024-05-29,Andrew Fuller,69,Gudbrandsdalsost,15,Norske Meierier,36.0,18,648.0,51.84,699.84,2024-05
10553,71,2024-05-30,Andrew Fuller,11,Queso Cabrales,5,Cooperativa de Quesos 'Las Cabras',21.0,15,315.0,25.2,340.2,2024-05
10553,71,2024-05-30,Andrew Fuller,16,Pavlova,7,"Pavlova, Ltd.",17.45,14,244.3,19.54,263.84,2024-05
10553,71,2024-05-30,Andrew Fuller,22,Gustaf's Knckebrd,9,PB Knckebrd AB,21.0,24,504.0,40.32,544.32,2024-05
10553,71,2024-05-30,Andrew Fuller,35,Steeleye Stout,16,Bigfoot Breweries,18.0,6,108.0,8.64,116.64,2024-05
10556,72,2024-06-03,Andrew Fuller,72,Mozzarella di Giovanni,14,Formaggi Fortini s.r.l.,34.8,24,835.2,66.82,902.02,2024-06
10561,53,2024-06-06,Andrew Fuller,44,Gula Malacca,20,Leka Trading,19.45,10,194.5,15.56,210.06,2024-06
10583,71,2024-06-30,Andrew Fuller,29,Thringer Rostbratwurst,12,Plutzer Lebensmittelgromrkte AG,123.79,10,1237.9,99.03,1336.93,2024-06
10583,71,2024-06-30,Andrew Fuller,60,Camembert Pierrot,28,Gai pturage,34.0,24,816.0,65.28,881.28,2024-06
10583,71,2024-06-30,Andrew Fuller,69,Gudbrandsdalsost,15,Norske Meierier,36.0,10,360.0,28.8,388.8,2024-06
10615,54,2024-07-30,Andrew Fuller,55,Pt chinois,25,Ma Maison,24.0,5,120.0,9.6,129.6,2024-07
10620,73,2024-08-05,Andrew Fuller,24,Guaran Fantstica,10,Refrescos Americanas LTDA,4.5,5,22.5,1.8,24.3,2024-08
10620,73,2024-08-05,Andrew Fuller,52,Filo Mix,24,"G'day, Mate",7.0,5,35.0,2.8,37.8,2024-08
10657,17,2024-09-04,Andrew Fuller,41,Jack's New England Clam Chowder,19,New England Seafood Cannery,9.65,24,231.6,18.53,250.13,2024-09
10657,17,2024-09-04,Andrew Fuller,47,Zaanse koeken,22,Zaanse Snoepfabriek,9.5,10,95.0,7.6,102.6,2024-09
10663,9,2024-09-10,Andrew Fuller,51,Manjimup Dried Apples,24,"G'day, Mate",53.0,20,1060.0,84.8,1144.8,2024-09
10673,54,2024-09-18,Andrew Fuller,16,Pavlova,7,"Pavlova, Ltd.",17.45,3,52.35,4.19,56.54,2024-09
10673,54,2024-09-18,Andrew Fuller,42,Singaporean Hokkien Fried Mee,20,Leka Trading,14.0,6,84.0,6.72,90.72,2024-09
10673,54,2024-09-18,Andrew Fuller,43,Ipoh Coffee,20,Leka Trading,46.0,6,276.0,22.08,298.08,2024-09
10676,4,2024-09-22,Andrew Fuller,10,Ikura,4,Tokyo Traders,31.0,2,62.0,4.96,66.96,2024-09
10676,4,2024-09-22,Andrew Fuller,19,Teatime Chocolate Biscuits,8,"Specialty Biscuits, Ltd.",9.2,7,64.4,5.15,69.55,2024-09
10676,4,2024-09-22,Andrew Fuller,44,Gula Malacca,20,Leka Trading,19.45,21,408.45,32.68,441.13,2024-09
10683,6,2024-09-26,Andrew Fuller,52,Filo Mix,24,"G'day, Mate",7.0,9,63.0,5.04,68.04,2024-09
10686,74,2024-09-30,Andrew Fuller,26,Gumbr Gummibrchen,11,Heli Swaren GmbH & Co. KG,31.23,15,468.45,37.48,505.93,2024-09
10691,59,2024-10-03,Andrew Fuller,44,Gula Malacca,20,Leka Trading,19.45,24,466.8,37.34,504.14,2024-10
10727,30,2024-11-03,Andrew Fuller,17,Alice Mutton,7,"Pavlova, Ltd.",39.0,20,780.0,62.4,842.4,2024-11
10727,30,2024-11-03,Andrew Fuller,56,Gnocchi di nonna Alice,26,Pasta Buttini s.r.l.,38.0,10,380.0,30.4,410.4,2024-11
10727,30,2024-11-03,Andrew Fuller,59,Raclette Courdavault,28,Gai pturage,55.0,10,550.0,44.0,594.0,2024-11
10734,43,2024-11-07,Andrew Fuller,30,Nord-Ost Matjeshering,13,Nord-Ost-Fisch Handelsgesellschaft mbH,25.89,15,388.35,31.07,419.42,2024-11
10734,43,2024-11-07,Andrew Fuller,76,Lakkalikri,23,Karkki Oy,18.0,20,360.0,28.8,388.8,2024-11
10737,67,2024-11-11,Andrew Fuller,13,Konbu,6,Mayumi's,6.0,4,24.0,1.92,25.92,2024-11
10737,67,2024-11-11,Andrew Fuller,41,Jack's New England Clam Chowder,19,New England Seafood Cannery,9.65,12,115.8,9.26,125.06,2024-11
10738,75,2024-11-12,Andrew Fuller,16,Pavlova,7,"Pavlova, Ltd.",17.45,3,52.35,4.19,56.54,2024-11
10752,76,2024-11-24,Andrew Fuller,1,Chai,1,Exotic Liquids,18.0,8,144.0,11.52,155.52,2024-11
10752,76,2024-11-24,Andrew Fuller,69,Gudbrandsdalsost,15,Norske Meierier,36.0,3,108.0,8.64,116.64,2024-11
10780,10,2024-12-16,Andrew Fuller,77,Original Frankfurter grne Soe,12,Plutzer Lebensmittelgromrkte AG,13.0,15,195.0,15.6,210.6,2024-12
10781,71,2024-12-17,Andrew Fuller,54,Tourtire,25,Ma Maison,7.45,3,22.35,1.79,24.14,2024-12
10781,71,2024-12-17,Andrew Fuller,56,Gnocchi di nonna Alice,26,Pasta Buttini s.r.l.,38.0,20,760.0,60.8,820.8,2024-12
10787,12,2024-12-19,Andrew Fuller,2,Chang,1,Exotic Liquids,19.0,15,285.0,22.8,307.8,2024-12
10787,12,2024-12-19,Andrew Fuller,29,Thringer Rostbratwurst,12,Plutzer Lebensmittelgromrkte AG,123.79,20,2475.8,198.06,2673.86,2024-12
10798,23,2024-12-26,Andrew Fuller,62,Tarte au sucre,29,Forts d'rables,49.3,2,98.6,7.89,106.49,2024-12
10798,23,2024-12-26,Andrew Fuller,72,Mozzarella di Giovanni,14,Formaggi Fortini s.r.l.,34.8,10,348.0,27.84,375.84,2024-12
10805,60,2024-12-30,Andrew Fuller,34,Sasquatch Ale,16,Bigfoot Breweries,14.0,10,140.0,11.2,151.2,2024-12
10805,60,2024-12-30,Andrew Fuller,38,Cte de Blaye,18,Aux joyeux ecclsiastiques,263.5,10,2635.0,210.8,2845.8,2024-12
10808,41,2025-01-01,Andrew Fuller,56,Gnocchi di nonna Alice,26,Pasta Buttini s.r.l.,38.0,20,760.0,60.8,820.8,2025-01
10810,73,2025-01-01,Andrew Fuller,13,Konbu,6,Mayumi's,6.0,7,42.0,3.36,45.36,2025-01
10810,73,2025-01-01,Andrew Fuller,25,NuNuCa Nu-Nougat-Creme,11,Heli Swaren GmbH & Co. KG,14.0,5,70.0,5.6,75.6,2025-01
10810,73,2025-01-01,Andrew Fuller,70,Outback Lager,7,"Pavlova, Ltd.",15.0,5,75.0,6.0,81.0,2025-01
10815,17,2025-01-05,Andrew Fuller,33,Geitost,15,Norske Meierier,2.5,16,40.0,3.2,43.2,2025-01
10819,77,2025-01-07,Andrew Fuller,43,Ipoh Coffee,20,Leka Trading,46.0,7,322.0,25.76,347.76,2025-01
10819,77,2025-01-07,Andrew Fuller,75,Rhnbru Klosterbier,12,Plutzer Lebensmittelgromrkte AG,7.75,20,155.0,12.4,167.4,2025-01
10832,12,2025-01-14,Andrew Fuller,13,Konbu,6,Mayumi's,6.0,3,18.0,1.44,19.44,2025-01
10832,12,2025-01-14,Andrew Fuller,25,NuNuCa Nu-Nougat-Creme,11,Heli Swaren GmbH & Co. KG,14.0,10,140.0,11.2,151.2,2025-01
10832,12,2025-01-14,Andrew Fuller,44,Gula Malacca,20,Leka Trading,19.45,16,311.2,24.9,336.1,2025-01
10832,12,2025-01-14,Andrew Fuller,64,Wimmers gute Semmelkndel,12,Plutzer Lebensmittelgromrkte AG,33.25,3,99.75,7.98,107.73,2025-01
10846,63,2025-01-22,Andrew Fuller,4,Chef Anton's Cajun Seasoning,2,New Orleans Cajun Delights,22.0,21,462.0,36.96,498.96,2025-01
10846,63,2025-01-22,Andrew Fuller,74,Longlife Tofu,4,Tokyo Traders,10.0,20,200.0,16.0,216.0,2025-01
10858,78,2025-01-29,Andrew Fuller,7,Uncle Bob's Organic Dried Pears,3,Grandma Kelly's Homestead,30.0,5,150.0,12.0,162.0,2025-01
10858,78,2025-01-29,Andrew Fuller,27,Schoggi Schokolade,11,Heli Swaren GmbH & Co. KG,43.9,10,439.0,35.12,474.12,2025-01
10858,78,2025-01-29,Andrew Fuller,70,Outback Lager,7,"Pavlova, Ltd.",15.0,4,60.0,4.8,64.8,2025-01
10915,4,2025-02-27,Andrew Fuller,17,Alice Mutton,7,"Pavlova, Ltd.",39.0,10,390.0,31.2,421.2,2025-02
10915,4,2025-02-27,Andrew Fuller,54,Tourtire,25,Ma Maison,7.45,10,74.5,5.96,80.46,2025-02
10919,64,2025-03-02,Andrew Fuller,16,Pavlova,7,"Pavlova, Ltd.",17.45,24,418.8,33.5,452.3,2025-03
10919,64,2025-03-02,Andrew Fuller,25,NuNuCa Nu-Nougat-Creme,11,Heli Swaren GmbH & Co. KG,14.0,24,336.0,26.88,362.88,2025-03
10919,64,2025-03-02,Andrew Fuller,40,Boston Crab Meat,19,New England Seafood Cannery,18.4,20,368.0,29.44,397.44,2025-03
10939,2,2025-03-10,Andrew Fuller,2,Chang,1,Exotic Liquids,19.0,10,190.0,15.2,205.2,2025-03
10949,58,2025-03-13,Andrew Fuller,6,Grandma's Boysenberry Spread,3,Grandma Kelly's Homestead,25.0,12,300.0,24.0,324.0,2025-03
10949,58,2025-03-13,Andrew Fuller,17,Alice Mutton,7,"Pavlova, Ltd.",39.0,6,234.0,18.72,252.72,2025-03
10967,79,2025-03-23,Andrew Fuller,19,Teatime Chocolate Biscuits,8,"Specialty Biscuits, Ltd.",9.2,12,110.4,8.83,119.23,2025-03
10971,39,2025-03-24,Andrew Fuller,29,Thringer Rostbratwurst,12,Plutzer Lebensmittelgromrkte AG,123.79,14,1733.06,138.64,1871.7,2025-03
10982,58,2025-03-27,Andrew Fuller,7,Uncle Bob's Organic Dried Pears,3,Grandma Kelly's Homestead,30.0,20,600.0,48.0,648.0,2025-03
10982,58,2025-03-27,Andrew Fuller,43,Ipoh Coffee,20,Leka Trading,46.0,9,414.0,33.12,447.12,2025-03
10983,17,2025-03-27,Andrew Fuller,57,Ravioli Angelo,26,Pasta Buttini s.r.l.,19.5,15,292.5,23.4,315.9,2025-03
10985,31,2025-03-30,Andrew Fuller,18,Carnarvon Tigers,7,"Pavlova, Ltd.",62.5,8,500.0,40.0,540.0,2025-03
10989,33,2025-03-31,Andrew Fuller,11,Queso Cabrales,5,Cooperativa de Quesos 'Las Cabras',21.0,15,315.0,25.2,340.2,2025-03
10989,33,2025-03-31,Andrew Fuller,41,Jack's New England Clam Chowder,19,New England Seafood Cannery,9.65,4,38.6,3.09,41.69,2025-03
10994,21,2025-04-02,Andrew Fuller,59,Raclette Courdavault,28,Gai pturage,55.0,18,990.0,79.2,1069.2,2025-04
11001,53,2025-04-06,Andrew Fuller,55,Pt chinois,25,Ma Maison,24.0,6,144.0,11.52,155.52,2025-04
11005,54,2025-04-07,Andrew Fuller,1,Chai,1,Exotic Liquids,18.0,2,36.0,2.88,38.88,2025-04
11005,54,2025-04-07,Andrew Fuller,59,Raclette Courdavault,28,Gai pturage,55.0,10,550.0,44.0,594.0,2025-04
11009,51,2025-04-08,Andrew Fuller,24,Guaran Fantstica,10,Refrescos Americanas LTDA,4.5,12,54.0,4.32,58.32,2025-04
11009,51,2025-04-08,Andrew Fuller,36,Inlagd Sill,17,Svensk Sjfda AB,19.0,18,342.0,27.36,369.36,2025-04
11009,51,2025-04-08,Andrew Fuller,60,Camembert Pierrot,28,Gai pturage,34.0,9,306.0,24.48,330.48,2025-04
11010,30,2025-04-09,Andrew Fuller,7,Uncle Bob's Organic Dried Pears,3,Grandma Kelly's Homestead,30.0,20,600.0,48.0,648.0,2025-04
11010,30,2025-04-09,Andrew Fuller,24,Guaran Fantstica,10,Refrescos Americanas LTDA,4.5,10,45.0,3.6,48.6,2025-04
11013,5,2025-04-09,Andrew Fuller,23,Tunnbrd,9,PB Knckebrd AB,9.0,10,90.0,7.2,97.2,2025-04
11013,5,2025-04-09,Andrew Fuller,42,Singaporean Hokkien Fried Mee,20,Leka Trading,14.0,4,56.0,4.48,60.48,2025-04
11013,5,2025-04-09,Andrew Fuller,45,Rogede sild,21,Lyngbysild,9.5,20,190.0,15.2,205.2,2025-04
11013,5,2025-04-09,Andrew Fuller,68,Scottish Longbreads,8,"Specialty Biscuits, Ltd.",12.5,2,25.0,2.0,27.0,2025-04
11015,16,2025-04-10,Andrew Fuller,30,Nord-Ost Matjeshering,13,Nord-Ost-Fisch Handelsgesellschaft mbH,25.89,15,388.35,31.07,419.42,2025-04
11015,16,2025-04-10,Andrew Fuller,77,Original Frankfurter grne Soe,12,Plutzer Lebensmittelgromrkte AG,13.0,18,234.0,18.72,252.72,2025-04
11020,26,2025-04-14,Andrew Fuller,10,Ikura,4,Tokyo Traders,31.0,24,744.0,59.52,803.52,2025-04
11028,8,2025-04-16,Andrew Fuller,59,Raclette Courdavault,28,Gai pturage,55.0,24,1320.0,105.6,1425.6,2025-04
11035,63,2025-04-20,Andrew Fuller,1,Chai,1,Exotic Liquids,18.0,10,180.0,14.4,194.4,2025-04
11035,63,2025-04-20,Andrew Fuller,54,Tourtire,25,Ma Maison,7.45,10,74.5,5.96,80.46,2025-04
11042,57,2025-04-22,Andrew Fuller,44,Gula Malacca,20,Leka Trading,19.45,15,291.75,23.34,315.09,2025-04
11042,57,2025-04-22,Andrew Fuller,61,Sirop d'rable,29,Forts d'rables,28.5,4,114.0,9.12,123.12,2025-04
11053,74,2025-04-27,Andrew Fuller,32,Mascarpone Fabioli,14,Formaggi Fortini s.r.l.,32.0,20,640.0,51.2,691.2,2025-04
11059,48,2025-04-29,Andrew Fuller,17,Alice Mutton,7,"Pavlova, Ltd.",39.0,12,468.0,37.44,505.44,2025-04
11060,44,2025-04-30,Andrew Fuller,60,Camembert Pierrot,28,Gai pturage,34.0,4,136.0,10.88,146.88,2025-04
11060,44,2025-04-30,Andrew Fuller,77,Original Frankfurter grne Soe,12,Plutzer Lebensmittelgromrkte AG,13.0,10,130.0,10.4,140.4,2025-04
11070,80,2025-05-05,Andrew Fuller,2,Chang,1,Exotic Liquids,19.0,20,380.0,30.4,410.4,2025-05
11070,80,2025-05-05,Andrew Fuller,31,Gorgonzola Telino,14,Formaggi Fortini s.r.l.,12.5,20,250.0,20.0,270.0,2025-05
11073,61,2025-05-05,Andrew Fuller,11,Queso Cabrales,5,Cooperativa de Quesos 'Las Cabras',21.0,10,210.0,16.8,226.8,2025-05
11073,61,2025-05-05,Andrew Fuller,24,Guaran Fantstica,10,Refrescos Americanas LTDA,4.5,20,90.0,7.2,97.2,2025-05
10251,29,2023-07-08,Janet Leverling,22,Gustaf's Knckebrd,9,PB Knckebrd AB,16.8,6,100.8,8.06,108.86,2023-07
10251,29,2023-07-08,Janet Leverling,57,Ravioli Angelo,26,Pasta Buttini s.r.l.,15.6,15,234.0,18.72,252.72,2023-07
10251,29,2023-07-08,Janet Leverling,65,Louisiana Fiery Hot Pepper Sauce,2,New Orleans Cajun Delights,16.8,20,336.0,26.88,362.88,2023-07
10253,42,2023-07-10,Janet Leverling,31,Gorgonzola Telino,14,Formaggi Fortini s.r.l.,10.0,20,200.0,16.0,216.0,2023-07
10256,52,2023-07-15,Janet Leverling,53,Perth Pasties,24,"G'day, Mate",26.2,15,393.0,31.44,424.44,2023-07
10256,52,2023-07-15,Janet Leverling,77,Original Frankfurter grne Soe,12,Plutzer Lebensmittelgromrkte AG,10.4,12,124.8,9.98,134.78,2023-07
10266,71,2023-07-26,Janet Leverling,12,Queso Manchego La Pastora,5,Cooperativa de Quesos 'Las Cabras',30.4,12,364.8,29.18,393.98,2023-07
10273,59,2023-08-05,Janet Leverling,10,Ikura,4,Tokyo Traders,24.8,24,595.2,47.62,642.82,2023-08
10273,59,2023-08-05,Janet Leverling,31,Gorgonzola Telino,14,Formaggi Fortini s.r.l.,10.0,15,150.0,12.0,162.0,2023-08
10273,59,2023-08-05,Janet Leverling,33,Geitost,15,Norske Meierier,2.0,20,40.0,3.2,43.2,2023-08
10283,10,2023-08-16,Janet Leverling,15,Genen Shouyu,6,Mayumi's,12.4,20,248.0,19.84,267.84,2023-08
10283,10,2023-08-16,Janet Leverling,19,Teatime Chocolate Biscuits,8,"Specialty Biscuits, Ltd.",7.3,18,131.4,10.51,141.91,2023-08
10283,10,2023-08-16,Janet Leverling,72,Mozzarella di Giovanni,14,Formaggi Fortini s.r.l.,27.8,3,83.4,6.67,90.07,2023-08
10309,31,2023-09-19,Janet Leverling,4,Chef Anton's Cajun Seasoning,2,New Orleans Cajun Delights,17.6,20,352.0,28.16,380.16,2023-09
10309,31,2023-09-19,Janet Leverling,42,Singaporean Hokkien Fried Mee,20,Leka Trading,11.2,2,22.4,1.79,24.19,2023-09
10309,31,2023-09-19,Janet Leverling,43,Ipoh Coffee,20,Leka Trading,36.8,20,736.0,58.88,794.88,2023-09
10309,31,2023-09-19,Janet Leverling,71,Flotemysost,15,Norske Meierier,17.2,3,51.6,4.13,55.73,2023-09
10321,23,2023-10-03,Janet Leverling,35,Steeleye Stout,16,Bigfoot Breweries,14.4,10,144.0,11.52,155.52,2023-10
10332,35,2023-10-17,Janet Leverling,42,Singaporean Hokkien Fried Mee,20,Leka Trading,11.2,10,112.0,8.96,120.96,2023-10
10332,35,2023-10-17,Janet Leverling,47,Zaanse koeken,22,Zaanse Snoepfabriek,7.6,16,121.6,9.73,131.33,2023-10
10346,7,2023-11-05,Janet Leverling,56,Gnocchi di nonna Alice,26,Pasta Buttini s.r.l.,30.4,20,608.0,48.64,656.64,2023-11
10352,34,2023-11-12,Janet Leverling,24,Guaran Fantstica,10,Refrescos Americanas LTDA,3.6,10,36.0,2.88,38.88,2023-11
10352,34,2023-11-12,Janet Leverling,54,Tourtire,25,Ma Maison,5.9,20,118.0,9.44,127.44,2023-11
10362,9,2023-11-25,Janet Leverling,51,Manjimup Dried Apples,24,"G'day, Mate",42.4,20,848.0,67.84,915.84,2023-11
10362,9,2023-11-25,Janet Leverling,54,Tourtire,25,Ma Maison,5.9,24,141.6,11.33,152.93,2023-11
10365,40,2023-11-27,Janet Leverling,11,Queso Cabrales,5,Cooperativa de Quesos 'Las Cabras',16.8,24,403.2,32.26,435.46,2023-11
